shipment_id,po_number,invoice_number,supplier_id,sku,order_date,etd_shipped,eta_planned,ata_arrival,customs_cleared,warehouse_receipt,carrier,vessel_voyage,incoterm,container_type,origin_port,destination_port,quantity,unit_price_usd,fob_total_usd,freight_usd,insurance_usd,net_weight_kg,gross_weight_kg,volume_cbm,hs_code,customs_value_usd,duty_igi_mxn,dta_mxn,iva_mxn,broker_fee_mxn,drayage_mxn,demurrage_mxn,storage_mxn,fx_rate_applied,qc_units_rejected,qc_inspection_notes,country_of_origin
IMP-2023-0062,PO-202303-007,INV-1011-202303-0003,SUP-1011,SKU-127,2023-03-05,2023-05-22,2023-06-26,2023-06-26,2023-07-02,2023-07-04,Ocean Network Express,MSC ANZU 353E,FOB,,Shanghai,Manzanillo,3,56305.82,168917.46,5410.96,577.86,11476.5,13057.6,55.1,8422309900,174906.28,315228.34,25218.27,558836.8,7623.17,43497.57,,0.0,18.0227,,,China
IMP-2023-0063,PO-202303-008,INV-1009-202303-0001,SUP-1009,SKU-131,06/03/2023,06/05/2023,08/06/2023,10/06/2023,19/06/2023,21/06/2023,MSC,MSC ANZU 539E,FOB,40HC,Ningbo-Zhoushan,Manzanillo,1,79714.62,79714.62,7741.95,,22577.7,26143.1,26.78,8462910100,87916.97,158450.12,12676.01,280900.37,7633.29,17464.18,0.0,0.0,18.0227,0,Sin observaciones durante la inspección,China
IMP-2023-0064,PO-202303-009,INV-1007-202303-0002,SUP-1007,SKU-132,2023-03-07,2023-05-15,2023-06-17,2023-06-17,2023-07-08,2023-07-12,Ocean Network Express,HAPAG BERLIN EXPRESS 603W,EXW,40GP,Ningbo-Zhoushan,Manzanillo,2,32032.67,64065.34,8063.57,0.0,28879.2,33200.9,24.89,8462910100,72128.91,"MXN 129,995.77",10399.66,230456.5,7541.53,33901.97,0.0,6244.14,18.0227,,,China
IMP-2023-0065,PO-202303-010,INV-1014-202303-0002,SUP-1014,SKU-134,2023-03-07,2023-04-15,2023-05-23,2023-06-18,2023-06-26,2023-06-29,Hapag-Lloyd,MSC ANZU 132W,FOB,20GP,Nantong,Manzanillo,1,7253.87,7253.87,7763.59,,1398.5,1546.3,4.27,8480710100,15052.48,13564.32,2170.29,45923.35,3604.53,18399.95,0.0,,18.0227,0,No issues found on inspection,China
IMP-2023-0066,PO-202303-011,INV-1013-202303-0001,SUP-1013,SKU-140,2023-03-07,2023-05-29,2023-06-28,2023-07-03,2023-07-07,2023-07-09,Yang Ming Marine Transport,YM WELLNESS 200E,FOB,20GP,Shanghai,Manzanillo,3,25807.67,77423.01,9294.73,,5333.1,6083.4,9.35,8515310100,87097.4,234801.09,12522.72,290026.31,6782.34,39173.53,0.0,0.0,17.9723,,,China
IMP-2023-0067,PO-202303-012,INV-1013-202303-0002,SUP-1013,SKU-109,08/03/2023,11/04/2023,14/05/2023,14/05/2023,29/05/2023,31/05/2023,Hapag-Lloyd,MAERSK COLUMBUS 341E,FOB,40GP,Shanghai,Manzanillo,6,83776.16,"$502,656.96",7149.35,,80443.2,89115.8,72.91,8458110100,512355.02,932726.94,74618.16,1653538.33,6825.72,57131.85,0.0,10638.04,18.2047,,,China
IMP-2023-0068,PO-202303-013,INV-1014-202303-0003,SUP-1014,SKU-103,2023-03-09,2023-05-21,2023-06-20,2023-06-20,2023-06-26,2023-06-30,MSC,MAERSK COLUMBUS 874W,FOB,40GP,Nantong,Lázaro Cárdenas,1,"178,390.49",178390.49,8952.62,558.44,18341.2,20113.7,17.25,8457100100,187901.55,338649.33,27091.95,600357.53,5049.96,32268.8,0.0,0.0,18.0227,,,China
IMP-2023-0069,PO-202303-014,INV-1002-202303-0002,SUP-1002,SKU-125,2023-03-09,2023-05-01,2023-06-05,2023-06-05,2023-06-09,2023-06-11,MSC,MAERSK COLUMBUS 516W,FOB,20GP,Shekou,Manzanillo,0,14746.28,"$29,492.56",8613.05,142.31,6661.0,7567.4,13.55,8414809900,38247.92,103399.62,5514.65,127719.21,7910.07,34135.18,0.0,0.0,18.0227,,,China
IMP-2023-0070,PO-202303-015,INV-1002-202303-0003,SUP-1002,SKU-107,2023-03-10,2023-04-14,2023-05-22,2023-06-09,2023-06-16,2023-06-20,Evergreen Marine,MAERSK ESSEX 882E,FOB,40GP,Shekou,Manzanillo,2,42426.13,"$84,852.26",8101.13,423.06,21084.8,24288.2,26.44,8458110100,93376.45,168289.57,13463.17,298343.76,8053.4,29362.89,5749.46,0.0,18.0227,,Minor surface rust on housing,China
IMP-2023-0071,PO-202303-016,INV-1011-202303-0004,SUP-1011,SKU-115,03/10/2023,05/15/2023,06/20/2023,06/20/2023,07/11/2023,07/13/2023,Evergreen Marine,ONE APUS 383E,FOB,40GP,"Shanghai, CN",Manzanillo,2,40423.98,"$80,847.96",8670.73,,9126.0,10367.3,38.36,8477100100,89784.68,161816.24,12945.3,286867.82,7697.62,28646.05,0.0,0.0,18.0227,,,China
IMP-2023-0072,PO-202303-017,INV-1003-202303-0001,sup-1003,SKU-113,2023-03-10,2023-06-06,2023-07-03,2023-07-06,2023-07-10,2023-07-11,Evergreen Marine,YM WELLNESS 166E,FOB,40GP,Nansha,Manzanillo,1,59684.72,59684.72,7185.19,306.5,3195.7,3496.2,17.8,8456110100,67176.41,120731.46,9658.52,214032.73,7048.58,22912.14,0.0,0.0,17.9723,,,China
IMP-2023-0073,PO-202303-018,INV-1012-202303-0001,SUP-1012,SKU-108,2023-03-11,2023-04-26,2023-05-29,2023-05-31,2023-06-20,2023-06-21,Evergreen Marine,MSC ANZU 276W,DDP,20GP,Shanghai,Manzanillo,3,115838.17,347514.51,7295.59,,33657.6,37176.0,33.32,8458110100,356229.32,648504.79,51880.38,1149669.29,7961.98,42374.22,0.0,0.0,18.2047,,,China
IMP-2023-0074,PO-202303-019,INV-1005-202303-0001,SUP-1005,SKU-126,11/03/2023,06/06/2023,10/07/2023,11/07/2023,18/07/2023,22/07/2023,Ocean Network Express,EVER LIBRA 235E,CIF,40GP,Shekou,Veracruz,6,31385.28,"$188,311.68",0.0,807.97,37384.8,42436.6,77.74,8422309900,189119.65,339891.51,27191.32,602559.67,3905.05,174716.77,0.0,,17.9723,5,Óxido superficial en la carcasa,China
IMP-2023-0075,PO-202303-020,INV-1007-202303-0003,SUP-1007,SKU-130,03/11/2023,05/17/2023,06/24/2023,06/26/2023,06/28/2023,06/29/2023,Yang Ming Marine Transport,COSCO VEGA 662W,FOB,40HC,Ningbo-Zhoushan,Manzanillo,4,82694.08,330776.32,7892.41,1457.82,91196.0,103306.8,133.52,8462910100,340126.55,612999.88,49039.99,1086726.18,5690.7,42668.93,0.0,0.0,18.0227,,,China
IMP-2023-0076,PO-202303-021,INV-1008-202303-0002,SUP-1008,SKU-114,2023-03-13,2023-06-10,2023-07-09,2023-07-09,2023-07-14,2023-07-15,Yang Ming Marine Transport,MAERSK ESSEX 149W,FOB,40HC,Wenzhou,Manzanillo,1,69956.72,"$69,956.72",,,13106.2,14537.2,26.17,8477 10 01 00,78054.19,140281.33,11222.51,248690.75,9029.16,24340.01,0.0,,17.9723,,,China
IMP-2023-0077,PO-202303-022,INV-1005-202303-0002,SUP-1005,SKU-139,03/13/2023,04/20/2023,05/24/2023,05/24/2023,05/27/2023,05/30/2023,Yang Ming Marine Transport,EVER LIBRA 205W,FOB,20GP,Shekou,Veracruz,1,21317.98,"$21,317.98",7122.39,96.31,1033.8,1153.7,9.47,842833,28536.68,"MXN 51,950.17",4156.01,92097.26,6636.54,63514.5,0.0,0.0,18.2047,,,China
IMP-2023-0078,PO-202303-023,INV-1005-202303-0003,SUP-1005,SKU-139,03/13/2023,04/27/2023,05/25/2023,05/25/2023,06/02/2023,06/03/2023,MSC,YM WELLNESS 490E,FOB,20GP,Shekou,Manzanillo,1,22130.92,22130.92,6139.41,115.2,1033.8,1133.3,9.6,8428330100,28385.53,51675.01,4134.0,91609.45,3624.2,23813.9,0.0,0.0,18.2047,,,China
IMP-2023-0079,PO-202303-024,INV-1012-202303-0002,SUP-1012,SKU-137,44998,45038,45073,45099,45107,45110,Maersk,EVER LIBRA 709W,FOB,40GP,Shanghai,Lázaro Cárdenas,2,33207.78,66415.56,8583.45,263.72,10910.6,12008.8,34.31,8428330100,75262.73,135643.76,10851.5,240469.26,5984.45,42291.92,0.0,0.0,18.0227,,,China
IMP-2023-0080,PO-202303-025,INV-1011-202303-0005,SUP-1011,SKU-136,14/03/2023,14/05/2023,10/06/2023,10/06/2023,18/06/2023,20/06/2023,COSCO Shipping Lines,YM WELLNESS 645W,EXW,20GP,Shanghai,Lázaro Cárdenas,1,19437.01,19437.01,4975.09,0.0,1677.1,1853.3,5.77,8480710100,24412.1,21998.6,3519.78,74478.45,8862.57,30387.65,0.0,0.0,18.0227,,,China
IMP-2023-0081,PO-202303-026,INV-1001-202303-0001,SUP-1001,SKU-120,03/15/2023,06/11/2023,07/07/2023,07/07/2023,07/14/2023,07/16/2023,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 414W,FOB,20GP,Yantian,Lázaro Cárdenas,3,55966.30,"$167,898.90",8784.09,819.57,6548.4,7454.9,8.79,8479500100,177502.56,159506.46,25521.03,540025.08,3621.89,57034.16,0.0,0.0,17.9723,0,No issues found on inspection,China
IMP-2023-0082,PO-202303-027,INV-1008-202303-0003,SUP-1008,SKU-112,2023-03-17,2023-05-30,2023-06-26,2023-06-26,2023-07-03,2023-07-05,COSCO Shipping Lines,ONE APUS 486W,EXW,20GP,Wenzhou,Manzanillo,2,65331.16,130662.32,6942.0,0.0,4287.2,4784.0,14.94,8456110100,137604.32,248000.14,#REF!,439654.64,7972.8,35505.37,,0.0,18.0227,,,China
IMP-2023-0083,PO-202303-028,INV-1014-202303-0004,SUP-1014,SKU-105,2023-03-17,2023-05-21,2023-06-26,2023-06-26,2023-07-06,,MSC,MSC ANZU 414E,FOB,40GP,Nantong,Manzanillo,1,168348.66,168348.66,8383.69,609.8,14233.9,15744.7,13.83,8457100100,177342.15,"MXN 319,618.44",25569.47,566619.56,7266.1,20585.57,0.0,0.0,18.0227,,,China
IMP-2023-0084,PO-202303-029,INV-1002-202303-0004,SUP-1002,SKU-136,18/03/2023,17/05/2023,14/06/2023,14/06/2023,20/06/2023,24/06/2023,Yang Ming Marine Transport,HAPAG BERLIN EXPRESS 773W,FOB,20GP,Shekou,Manzanillo,2,18487.95,"$36,975.90",9379.55,215.87,3354.2,3742.8,11.97,8480710100,46571.32,41967.05,6714.73,142083.63,3927.69,32661.55,0.0,0.0,18.0227,,,China
IMP-2023-0085,PO-202303-030,INV-1002-202303-0005,SUP-1002,SKU-107,2023-03-19,2023-05-12,2023-06-15,2023-06-15,2023-06-18,2023-06-21,Evergreen Marine,YM WELLNESS 218W,FOB,40GP,"Shekou, CN",Manzanillo,3,45025.96,"$135,077.88",8346.43,776.9,31627.2,36605.0,39.48,8458110100,144201.21,259889.51,20791.16,460732.13,7972.05,42974.29,0.0,,18.0227,0,No issues found on inspection,China
IMP-2023-0086,PO-202303-031,INV-1014-202303-0005,SUP-1014,SKU-104,03/19/2023,05/26/2023,06/23/2023,06/23/2023,06/28/2023,07/01/2023,Hapag-Lloyd,MSC ANZU 413W,FOB,40HC,Nantong,Manzanillo,2,143486.09,286972.18,7287.82,1659.17,17273.4,19174.3,53.94,8457100100,295919.17,"MXN 533,326.24",42666.1,945480.76,8559.38,29104.8,0.0,,18.0227,,,China
IMP-2023-0087,PO-202303-032,INV-1006-202303-0001,SUP-1006,SKU-112,03/19/2023,05/22/2023,07/01/2023,05/19/2023,07/24/2023,,MSC,MAERSK ESSEX 369E,FOB,20GP,Ningbo-Zhoushan,Manzanillo,1,70713.09,70713.09,,322.02,2143.6,2397.8,7.02,8456110100,79897.72,143594.58,11487.57,254564.47,4381.75,20101.52,10255.89,0.0,17.9723,,,China
IMP-2023-0088,PO-202303-033,INV-1003-202303-0002,SUP-1003,SKU-999,03/19/2023,06/12/2023,07/14/2023,07/14/2023,07/22/2023,07/25/2023,COSCO Shipping Lines,MAERSK ESSEX 812E,FOB,40GP,Nansha,Manzanillo,1,59030.85,"$59,030.85",8602.05,251.82,3195.7,3705.2,18.53,8456110100,67884.72,122004.46,9760.36,216289.5,8847.77,22113.89,,,17.9723,,,China
IMP-2023-0089,PO-202303-034,INV-1013-202303-0003,SUP-1013,SKU-109,2023-03-20,2023-04-28,2023-05-31,2023-05-31,2023-06-09,2023-06-10,Maersk,MAERSK ESSEX 769E,FOB,40GP,Shanghai,"Manzanillo, Colima",3,78853.25,"$236,559.75",6713.63,,40221.6,46443.3,37.42,8458110100,244209.78,"MXN 444,576.58",35566.13,788145.36,5796.82,42873.8,0.0,,18.2047,0,Sin observaciones durante la inspección,China
IMP-2023-0090,PO-202303-035,INV-1006-202303-0002,SUP-1006,SKU-108,20/03/2023,11/05/2023,11/06/2023,11/06/2023,13/06/2023,,MSC,COSCO VEGA 216E,FOB,20GP,Ningbo-Zhoushan,Manzanillo,3,115302.26,"$345,906.78",8670.12,,33657.6,39042.0,33.85,8458 11 01 00,356164.44,641904.49,51352.36,1137968.27,7875.52,43138.95,0.0,0.0,18.0227,,,China
IMP-2023-0091,PO-202303-036,INV-1002-202303-0006,SUP-1002,SKU-106,03/21/2023,06/07/2023,07/06/2023,07/06/2023,07/14/2023,07/16/2023,MSC,EVER LIBRA 125E,FOB,40GP,Shekou,Manzanillo,4,"$87,901.22",351604.88,9453.86,,53309.2,61660.3,64.75,8458110100,363133.15,652633.79,52210.7,1156989.18,5283.32,49960.79,0.0,0.0,17.9723,,,China
IMP-2023-0092,PO-202303-037,INV-1012-202303-0003,SUP-1012,SKU-108,22/03/2023,03/05/2023,31/05/2023,30/05/2023,08/06/2023,11/06/2023,Yang Ming Marine Transport,MSC ANZU 743E,FOB,20GP,Shanghai,Lázaro Cárdenas,2,105012.44,210024.88,8217.46,910.02,22438.4,24390.7,22.57,8458110100,219152.36,398960.3,31916.82,707276.81,5765.56,39258.2,0.0,0.0,18.2047,,,China
IMP-2023-0093,PO-202303-038,INV-1003-202303-0003,SUP-1003,SKU-133,03/22/2023,05/23/2023,06/20/2023,06/20/2023,06/24/2023,06/26/2023,Evergreen Marine,COSCO VEGA 375W,EXW,40HC,Nansha,Lázaro Cárdenas,2,99361.16,"$198,722.32",6323.65,,40544.6,44561.8,63.64,8462910100,205045.97,369548.2,29563.86,655135.05,3733.75,50622.08,0.0,0.0,18.0227,,,China
IMP-2023-0094,PO-202303-039,INV-1003-202303-0004,SUP-1003,SKU-133,2023-03-22,2023-06-04,2023-07-18,2023-07-18,2023-07-23,2023-07-26,Hapag-Lloyd,HAPAG BERLIN EXPRESS 534W,FOB,40HC,Nansha,Veracruz,2,"97,693.52",195387.04,8105.15,,40544.6,45040.4 kg,63.14,8462910100,204320.31,367210.59,29376.85,650990.94,3731.88,68326.21,0.0,,17.9723,,,China
IMP-2023-0095,PO-202303-040,INV-1003-202303-0005,SUP-1003,SKU-113,2023-03-23,2023-06-15,2023-07-13,2023-07-31,2023-08-08,2023-08-10,Yang Ming Marine Transport,MAERSK ESSEX 575E,FOB,40GP,Nansha,Manzanillo,6,64950.77,389704.62,6411.85,1543.7,19174.2,21234.4,107.34,8456110100,397660.17,714686.79,57174.94,1266996.74,7415.15,67794.34,35219.3,,17.9723,,,China
IMP-2023-0096,PO-202303-041,INV-1014-202303-0006,SUP-1014,SKU-139,2023-03-23,2023-05-09,2023-06-07,2023-06-07,2023-06-10,2023-06-12,Evergreen Marine,YM WELLNESS 377W,FOB,20GP,Nantong,Manzanillo,3,"22,403.30","$67,209.90",7112.69,381.48,3101.4,3496.6,27.95,8428330100,74704.07,134636.9,10770.95,238684.3,6079.01,36439.18,,,18.0227,,,China
IMP-2023-0097,PO-202303-042,INV-1005-202303-0004,SUP-1005,SKU-139,23/03/2023,05/05/2023,02/06/2023,02/06/2023,11/06/2023,15/06/2023,COSCO Shipping Lines,MAERSK COLUMBUS 755W,FOB,20GP,Shekou,Manzanillo,3,"$22,813.32",68439.96,8886.38,,3101.4,3522.0,26.5,842833,77698.96,140034.5,11202.76,248253.17,6526.25,41174.86,0.0,0.0,18.0227,,,China
IMP-2023-0098,PO-202303-043,INV-1001-202303-0002,SUP-1001,SKU-114,2023-03-24,2023-06-20,2023-07-25,2023-07-25,2023-08-03,2023-08-07,Maersk,YM WELLNESS 743E,FOB,40HC,Yantian,"Manzanillo, Colima",1,64263.88,64263.88,7262.51,303.23,13106.2,14476.4,28.2,8477100100,71829.62,129094.35,10327.55,228858.46,4514.08,17274.78,0.0,0.0,17.9723,,,China
IMP-2023-0099,PO-202303-044,INV-1002-202303-0007,SUP-1002,SKU-107,25/03/2023,14/05/2023,11/06/2023,14/06/2023,22/06/2023,26/06/2023,Evergreen Marine,HAPAG BERLIN EXPRESS 372E,DDP,40GP,Shekou,Manzanillo,1,42674.91,"$42,674.91",7547.06,181.42,10542.4,11401.6,13.4,8458110100,50403.39,90840.52,7267.24,161042.07,7196.27,20848.98,0.0,0.0,18.0227,,,China
IMP-2023-0100,PO-202303-045,INV-1007-202303-0004,SUP-1007,SKU-127,2023-03-26,2023-06-22,2023-07-20,2023-07-20,2023-07-27,2023-07-30,Maersk,ONE APUS 732E, FOB,40GP,Ningbo-Zhoushan,Manzanillo,2,54695.55,"$109,391.10",8356.03,551.16,7651.0,8457.5,38.93,8422309900,118298.29,212609.24,17008.74,376913.65,8803.42,34481.46,0.0,0.0,17.9723,,,China
IMP-2023-0101,PO-202303-046,INV-1008-202303-0004,SUP-1008,SKU-112,2023-03-27,2023-06-12,2023-07-11,2023-07-23,2023-08-01,2023-08-05,COSCO Shipping Lines,YM WELLNESS 563W,FOB,20GP,Wenzhou,Manzanillo,1,69170.18,69170.18,8481.86,335.62,2143.6,2386.6,7.43,8456 11 01 00,77987.66,140161.76,11212.94,248478.77,7387.84,22179.5,0.0,0.0,17.9723,,,China
IMP-2023-0102,PO-202303-047,INV-1012-202303-0004,SUP-1012,SKU-142,03/27/2023,05/19/2023,06/24/2023,06/24/2023,06/28/2023,06/29/2023,MSC,HAPAG BERLIN EXPRESS 636W,EXW,20GP,Shanghai,Veracruz,2,"6,872.95","$13,745.90",10628.3,0.0,2373.8,2715.6,6.87,8515310100,24374.2,65893.33,3514.31,81391.45,4433.3,74405.4,,0.0,18.0227,,,China
IMP-2023-0103,PO-202304-001,INV-1001-202304-0001,SUP-1001,SKU-136,2023-04-01,2023-05-30,2023-06-28,2023-07-01,2023-07-20,2023-07-24,Hapag-Lloyd,YM WELLNESS 651W,FOB,20GP,Yantian,Lázaro Cárdenas,1,19087.33,"$19,087.33",5890.23,,1677.1,1936.3,5.84,8480710100,25061.62,22520.75,3603.32,76246.24,4162.61,32439.8,0.0,5505.12,17.9723,1,Sello de empaque roto,China
IMP-2023-0104,PO-202304-002,INV-1014-202304-0001,SUP-1014,SKU-116,2023-04-02,2023-06-19,2023-07-18,2023-07-21,2023-07-28,2023-07-29,COSCO Shipping Lines,MSC PALOMA 479W, FOB,20GP,Nantong,Manzanillo,4,"83,820.00","$335,280.00",8707.74,1039.56,25685.6,27945.5,43.15,8479500100,345027.3,620093.41,49607.47,1099301.61,4570.68,51572.56,0.0,0.0,17.9723,,,China
IMP-2023-0105,PO-202304-003,INV-1014-202304-0002,SUP-1014,SKU-105,04/02/2023,05/31/2023,06/30/2023,06/30/2023,07/02/2023,07/04/2023,Maersk,HAPAG BERLIN EXPRESS 784E,EXW,40GP,Nantong,Manzanillo,2,"152,337.64",304675.28,7152.69,,28467.8,31479.3,30.44,8457100100,311827.97,561998.2,44959.86,996310.4,5530.56,28728.4,,0.0,18.0227,,,China
IMP-2023-0106,PO-202304-004,INV-1001-202304-0002,SUP-1001,SKU-111,04/03/2023,05/11/2023,06/09/2023,06/21/2023,06/23/2023,06/27/2023,Ocean Network Express,MSC ANZU 445E,FOB,40GP,Yantian,Manzanillo,4,"47,407.44","$189,629.76",7324.9,800.44,7424.0,8143.3,63.69,8456110100,197755.1,356408.08,28512.65,631840.25,5205.7,55331.63,9592.24,,18.0227,0,No issues found on inspection,China
IMP-2023-0107,PO-202304-005,INV-1013-202304-0001,SUP-1013,SKU-120,2023-04-04,2023-07-08,2023-08-10,2023-08-10,2023-08-18,2023-08-22,Evergreen Marine,YM WELLNESS 772W,FOB,20GP,Shanghai,Manzanillo,1,58568.07,"$58,568.07",7959.95,,2182.8,2511.3,3.0,8479500100,66778.02,59330.27,9492.84,200868.55,7847.33,23073.81,0.0,0.0,17.7694,,,China
IMP-2023-0108,PO-202304-006,INV-1014-202304-0003,SUP-1014,SKU-105,04/05/2023,06/11/2023,07/08/2023,07/08/2023,07/12/2023,07/13/2023,Maersk,HAPAG BERLIN EXPRESS 187W,FOB,40GP,"Nantong, CN","Manzanillo, Colima",3,156321.52,468964.56,8216.25,1666.07,42701.7,47664.7,43.08,8457100100,478846.88,860597.98,68847.84,1525668.1,5675.68,36594.39,0.0,0.0,17.9723,0,No issues found on inspection,China
IMP-2023-0109,PO-202304-007,INV-1001-202304-0003,SUP-1001,SKU-121,04/08/2023,07/08/2023,08/06/2023,08/06/2023,08/11/2023,08/13/2023,Maersk,MAERSK COLUMBUS 665W,FOB,20GP,Yantian,Manzanillo,4,61123.17,"$244,492.68",7535.62,1206.41,9463.6,10225.8,32.31,8479500100,253234.71,224991.44,35998.63,761731.03,6813.13,40005.19,0.0,0.0,17.7694,5,Faltó el manual en español,China
IMP-2023-0110,PO-202304-008,INV-1014-202304-0004,SUP-1014,SKU-116,04/06/2023,07/03/2023,08/06/2023,08/06/2023,08/14/2023,08/15/2023,Hapag-Lloyd,ONE APUS 735E,FOB,20GP,Nantong,Manzanillo,1,80559.53,"$80,559.53",8614.04,438.34,6421.4,7025.6,9.71,8477100100,89611.91,159234.99,12738.8,282291.79,5778.7,22261.51,0.0,0.0,17.7694,0,Sin observaciones durante la inspección,China
IMP-2023-0111,PO-202304-009,INV-1007-202304-0001,SUP-07,SKU-135,2023-04-06,2023-06-01,2023-07-04,2023-07-04,2023-07-12,2023-07-14,Maersk,MAERSK COLUMBUS 509E,EXW,20GP,Ningbo-Zhoushan,Manzanillo,3,4400.90,"$13,202.70",9723.56,0.0,5664.9,6464.6,14.41,8480710100,22926.26,20601.88,3296.3,69749.73,4332.07,36043.0,0.0,0.0,17.9723,0,No issues found on inspection,China
IMP-2023-0112,PO-202304-010,INV-1006-202304-0001,SUP-1006,SKU-101,04/06/2023,06/02/2023,07/06/2023,08/01/2023,08/10/2023,08/13/2023,Yang Ming Marine Transport,HAPAG BERLIN EXPRESS 147W,FOB,40HC,Ningbo-Zhoushan,Veracruz,1,148911.53,"$148,911.53",7902.1,591.74,8542.5,9782.7,29.25,8457100100,157405.37,279699.9,22375.99,495851.98,8193.16,46806.75,0.0,0.0,17.7694,,,China
IMP-2023-0113,PO-202304-011,INV-1002-202304-0001,SUP-1002,SKU-102,06/04/2023,26/05/2023,30/06/2023,,09/07/2023,13/07/2023,Ocean Network Express,MSC PALOMA 752E,FOB,40GP,Shekou,Manzanillo,3,94580.44,"$283,741.32",8210.7,,45191.1,50011.8,63.14,8457100100,293156.16,528346.55,42267.72,936652.77,6826.59,30420.99,0.0,0.0,18.0227,0,Sin observaciones durante la inspección,China
IMP-2023-0114,PO-202304-012,INV-1002-202304-0002,SUP-1002,SKU-125,07/04/2023,29/05/2023,02/07/2023,02/07/2023,09/07/2023,10/07/2023,Ocean Network Express,YM WELLNESS 289E,FOB,20GP,Shekou,Manzanillo,1,13923.29,"$13,923.29",8436.75,,3330.5,3807.9,6.68,8414809900,22437.71,60488.59,3226.06,74715.5,4449.72,21810.01,,0.0,17.9723,0,No issues found on inspection,China
IMP-2023-0115,PO-202304-013,INV-1011-202304-0001,SUP-1011,SKU-120,07/04/2023,26/06/2023,24/07/2023,24/07/2023,27/07/2023,31/07/2023,Ocean Network Express,YM WELLNESS 589W,FOB,20GP,Shanghai,Manzanillo,3,56946.39,170839.17,,,6548.4,7368.9,9.81,8479500100,180151.9,161887.2,25901.95,548085.3,6734.94,34430.66,0.0,,17.9723,0,Sin observaciones durante la inspección,China
IMP-2023-0116,PO-202304-014,INV-1010-202304-0001,SUP-1010,SKU-110,04/08/2023,06/11/2023,07/10/2023,07/22/2023,07/27/2023,07/28/2023,Ocean Network Express,MSC ANZU 406E,DDP,20GP,Taizhou,Manzanillo,3,18826.09,"$56,478.27",9214.89,,14069.7,16264.4,33.83,8456110100,65898.83,118435.35,9474.83,209962.2,4732.1,42182.29,12605.45,,17.9723,,Revisión eléctrica sin hallazgos,China
IMP-2023-0117,PO-202304-015,INV-1002-202304-0003,SUP-1002,SKU-124,2023-04-10,2023-06-22,2023-07-28,2023-08-31,2023-09-12,2023-09-16,MSC,ONE APUS 612E,FOB,40hc,Shekou,Manzanillo,3,7620.24,22860.72,7584.4,93.5,1713.6,1921.5,16.05,8414809900,30538.62,81397.94,4341.22,100542.74,8905.99,33963.79,0.0,,17.7694,,,China
IMP-2023-0118,PO-202304-016,INV-1011-202304-0002,SUP-1011,SKU-127,10/04/2023,08/07/2023,13/08/2023,13/08/2023,22/08/2023,26/08/2023,COSCO Shipping Lines,MSC ANZU 707E,DDP,40GP,Shanghai,Manzanillo,2,"$54,066.43","$108,132.86",,,7651.0,8526.5,38.62,8422309900,116426.13,206882.25,16550.58,366760.85,6722.27,33402.49,0.0,,17.7694,,,China
IMP-2023-0119,PO-202304-017,INV-1006-202304-0002,SUP-1006,SKU-119,2023-04-10,2023-06-29,2023-07-28,2023-07-28,,2023-08-08,Evergreen Marine,HAPAG BERLIN EXPRESS 545W,FOB,20GP,Ningbo-Zhoushan,Lázaro Cárdenas,3,51666.85,"$155,000.55",5417.74,726.13,7464.9,8303.7,10.68,8479500100,161144.42,144806.79,23169.09,490257.88,9001.24,68619.67,0.0,0.0,17.9723,,,China
IMP-2023-0120,PO-202304-018,INV-1007-202304-0002,SUP-1007,SKU-132,2023-04-11,2023-06-21,2023-07-29,2023-07-29,2023-08-02,,Ocean Network Express,HAPAG BERLIN EXPRESS 723W,CIF,40GP,Ningbo-Zhoushan,Veracruz,1,"30.446,12",30446.12,0.0,,14439.6,16130.0,13.55,8462910100,30588.85,54975.2,4398.02,97460.03,7162.89,45348.22,,0.0,17.9723,0,Sin observaciones durante la inspección,China
IMP-2023-0121,PO-202304-019,INV-1011-202304-0003,SUP-1011,SKU-115,13/04/2023,29/06/2023,26/07/2023,26/07/2023,04/08/2023,06/08/2023,Maersk,COSCO VEGA 153E,EXW,,Shanghai,Manzanillo,2,44982.72,89965.44,6513.79,0.0,9126.0,10579.2,35.39,8477100100,96479.23,173395.37,13871.63,307395.31,3716.08,23321.3,0.0,0.0,17.9723,0,No issues found on inspection,China
IMP-2023-0122,PO-202304-020,INV-1003-202304-0001,SUP-1003,SKU-113,13/04/2023,07/07/2023,03/08/2023,03/08/2023,08/08/2023,12/08/2023,Maersk,HAPAG BERLIN EXPRESS 501W,FOB,40GP,Nansha,Manzanillo,1,62699.80,"$62,699.80",6897.98,226.63,3195.7,3547.2,18.2,8456110100,69824.41,124073.79,9925.9,219958.01,7094.47,26970.19,0.0,0.0,17.7694,,,China
IMP-2023-0123,PO-202304-021,INV-1006-202304-0003,SUP-1006,SKU-137,45031,45071,45097,45097,45101,45105,Maersk,YM WELLNESS 302E,FOB,40GP,Ningbo-Zhoushan,Lázaro Cárdenas,1,34764.18,"$34,764.18",5462.5,,5455.3,6296.2,17.62,8428330100,40405.68,72821.94,5825.76,129098.74,3882.59,29233.23,,0.0,18.0227,,,China
